Korean,English
잠시만요. 물어보고 확인 후에 바로 적겠습니다.,Wait a second. I will fill it out after asking and checking it.
뭔가 이번에 유독 입국 심사가 길고 복잡해진 것 같아요.,It seems like immigration was long and complicated especially for this time.
그러니까요. 지난번에는 이 정도 아니었던 것 같은데 이상합니다.,"I know. Last time was not like this, so it's strange."
아마도 지난번에 공항에서 있었던 사고 때문인 것 같아요.,It might because of the accident at the airport last time.
제 생각에도 그렇습니다. 안전할 수 있다면 복잡해도 괜찮습니다.,I think so too. It's okay if it makes us safe.
죄송합니다. 센서가 울려서 혹시 보안 검색을 해도 될까요?,I'm sorry. Can I do a security check on you since the sensor went off?
물론이죠. 왜 센서가 울렸는지 의문이 듭니다.,Sure. I am not sure why the sensor went off.
잠깐 바지 주머니 좀 확인해도 될까요?,Can I just check your pants pocket?
네. 바지에 열쇠가 있어서 울린 것 같네요.,Yes. The key in my pocket seemed to triggered the sensor.
"미국 여행 가는 건 너무 좋지만, 입국 심사가 너무 걱정이야.","I really like to go to the U.S., but I'm so worried about immigration."
너 이번에 미국 가는 게 처음이니? 왜 걱정이 돼?,Is it your first time going to the U.S.? Why are you worried?
너는 영어를 잘하지만 나는 영어를 못하잖아. 대답을 못 하면 어떡해.,"You speak English fluently, but I can't. What if I can't answer questions."
그럴 일 없어. 기본적인 영어만 할 수 있으면 된다고 들었어.,No way. I heard that there is no problem if you can speak basic English.
어제 정말 불쾌한 일을 봤어. 정말 어이가 없었어.,I saw something really unpleasant yesterday. I was truly dumbfounded.
왜? 무슨 일이 있었는데? 궁금하니까 빨리 말해줘.,Why? What happened? I'm curious so please tell me right now.
어제 공항에서 보안 검색 기다리는데 어떤 아저씨가 일하시는 분한테 너무 막 대했어.,"Yesterday, I was waiting for a security check at the airport, and a man kicked a worker around."
예의 없는 사람들은 주변 사람들까지도 기분이 안 좋게 만드는 것 같아.,I think rude men make people around them feel uncomfortable.
"손님, 정말 죄송하지만 부치는 수하물은 기준 무게가 있습니다.","Sir, I'm so sorry, but there is a standard weight for checking luggage."
정말요? 몰랐습니다. 기준 무게가 어느 정도입니까?,Really? I didn't know it. What is the standard weight?
23kg입니다. 넘으면 돈을 지불해 주셔야 합니다.,It is 23 kg. You have to pay for it when the weight exceeds.
지금 얼마나 무게를 넘어요? 뺄 수 있는 게 있는지 여행용 가방 좀 다시 볼 수 있을까요?,How much does it exceed now? Can I check my luggage again to see if I can take something out?
너 왜 면세점 안 들어가고 여기서 기다리고 있니?,Why are you waiting here instead of going into the duty-free shop?
여행용 가방 검사해야 한다고 10분간 여기서 대기하라고 하셨어.,He told me to wait here for 10 minutes to have my luggage check.
부치는 수하물 말하는 거니? 내가 같이 기다려줄게.,Are you talking about your check-in luggage? I'll wait together with you. 
아니야. 먼저 가서 면세점 구경하고 있어. 나는 살 게 없어서 천천히 들어가도 돼.,"No, just go and look around the duty-free shop first. I can go there later because I have nothing to buy."
반갑습니다. 고객님. 수하물 부치는 거 도와드리기 전에 혹시 전자 담배가 가방 안에 있나요?,"Hi. Sir. Before serving your luggage to be checked, is there an electronic cigarette in your baggage?"
아니요. 부치는 수하물에는 넣지 않았습니다. 그냥 비행기에 들고 타는 건 가능한가요?,"No, it's not in the check-in baggage. Can I just take it on the airplane?"
네. 가지고 타는 휴대용 여행용 가방에 넣는 것은 가능하십니다.,"Yes, you can put it in your carry-on."
네. 부치는 수하물에는 옷이나 생필품밖에 없습니다.,Ok. Only my clothes and necessities are in the checking baggage.
죄송하지만 입국 카드에 빈칸을 모두 채워주셔야 합니다.,I'm sorry but you should fill out all the blanks on the arrival card.
잠시만요. 제가 지내는 호텔 이름을 몰라서 잠깐 전화 통화해도 될까요?,Wait a second. Can I have a short call because I do not know the name of my hotel?
네. 그럼 뒤 손님부터 먼저 도와드리겠습니다.,No problem. Then let me help the next guest first.
그럼 제가 작성 후에 다시 줄을 서겠습니다. 감사합니다.,I will line up again after I fill it in. Thank you.
캄보디아 비자를 받기 위해서 필요한 것이 있나요?,What do I need to get the Cambodian visa issued?
최근 6개월 이내에 촬영한 여권용 크기의 사진과 30달러가 필요합니다.,You need a passport photo taken within 6 months and 30 dollars.
비자에 필요한 사진은 1장만 들고 가면 되는 건가요?,Do I need just one photo for the visa?
혹시 모르니 여분으로 2장 준비해주세요. 무조건 최근 6개월 이내의 사진이어야 합니다.,Have two ready just in case. It must be taken within the past six months no matter what.
기다리시는데 너무 죄송합니다. 혹시 제가 먼저 보안 검색을 받아도 될까요?,"I am sorry to ask you, but may I get the security check before you?"
네? 무슨 일이시죠? 급한 일이 있으신 건가요?,Pardon me? What's the matter? Are you in a hurry?
"제가 비행기 탑승 시간이 15분 남았는데, 이대로 기다리면 늦을 것 같아서요.","I have only 15 minutes to the boarding time, and I think I may be late."
그렇군요. 네. 먼저 보안 검색 앞으로 가서 받으세요. ,"Alright. Yes, go to the security checkpoint first."
뭐 하고 있어? 왜 여행용 가방을 전부 다 열어놨어?,What are you doing? Why is the luggage all open?
23kg을 넘으면 안 되는데 내 가방이 무려 29kg이야. 물건을 빼야 해.,It should not exceed 23 kg but mine weighs 29 kg. I need to take things out.
필요하면 내 가방에 넣을래? 나는 옷밖에 없어서 무게가 가볍거든. 공간도 많아.,Would you put them in mine if you need to? I have only clothes so it is light and has a lot of space.
정말? 염치없지만 혹시 내 짐 좀 넣어도 될까? 가서 맛있는 거 살게.,Really? I am sorry but may I put my things in your bag? I will treat you to a nice meal when we get there.
정말 죄송합니다. 제가 여행이 처음이고 영어를 잘 못해서 그런데 도와주실 수 있나요?,I'm really sorry. This is my first time traveling and my English is not so good. So could you help me?
네. 물론이죠. 편하게 말씀하세요. 무슨 도움이 필요하신가요?,"Yes, sure. Go on. How may I help you?"
"입국 카드를 처음 작성해보는데, 무엇을 어떻게 적어야 할지 아무것도 모르겠어요.",This is my first time filling out the arrival card and I have no idea what to do with it.
제가 작성을 도와드릴게요. 일단 여권 좀 주실래요? 같이 보면서 도와 드릴게요.,I will help you fill it in. Can you show me your passport first? I will help you with your passport.
"손님, 죄송하지만 약관을 보시면 해당 항공권은 부치는 수하물이 포함되어 있지 않습니다.","Sir, I am sorry but if you read the policy terms, baggage check-in is not included in your flight ticket."
네? 정말요? 그럼 만약 이 짐을 부치고 싶으면 추가 금액을 내야 한다는 건가요?,What? Is that true? Then do you mean that I have to make an extra payment if I want to send this luggage?
안타깝지만 그렇습니다. 아니면 무게를 줄여서 기내용으로 들고 가시는 방법도 있습니다.,"Unfortunately, that's correct. Or you may lighten it and carry it with you on your flight."
일단 한번 짐을 열어보고 판단해야 할 것 같아요. 고민해보겠습니다.,"Then, I will have to open the luggage and decide. Let me think it over."
공항에 들고 타는 기내용 여행용 가방은 기준이 복잡해.,The criterion for carry-on baggage is complicated.
짐 싸기 전에 한번 기준들을 다 읽어봐야겠다.,I should go over all the criteria before packing.
그게 좋을 것 같아. 내가 사이트 주소를 보내줄게.,That would be a good idea. I will send you the URL.
정말 고마워. 너는 그럼 필요한 짐 다 챙긴 거야?,Thank you so much. So did you pack everything you need?
너 여행용 가방이 왜 이렇게 무거워 보여? 수하물 기준 무게 넘을 것 같은데?,How come your baggage looks so heavy? It seems to be overweight.
해외 장기 파견은 처음이라 이것저것 챙겼더니 이렇게 무거워졌어.,It's my first time going on a long-term overseas dispatch so I packed this and that. So it eventually got heavy.
거기도 필요한 것들은 다 판매할 텐데. 짐을 조금 빼는 건 어때?,You can buy what you need there as well. Why don't you take some out?
아냐. 브랜드가 다르니까 그냥 돈 더 내고 들고 가는 게 좋을 것 같아.,Nope. They would sell different brands so I think it would be better to pay more and take everything.
"미국이 #코치# 브랜드가 정말 저렴하다고 하던데, 많이 사와도 될까?",I heard that #Coach# brand is really low-priced in the States. Shall I buy a lot?
내가 알기로는 기준 금액을 넘으면 과태료를 내야 한다고 알고 있어.,I believe that you will be imposed with a penalty if your purchase amount exceeds the criterion.
정말? 그 기준 금액 혹시 알고 있니? 기준에 맞춰서 구매해야겠다.,Really? Do you know how much that is? I should purchase within that limit.
글쎄. 잠시만 기다려봐. 내가 핸드폰으로 찾아볼게.,"Let's see,  hold on. Let me look it up on my phone."
여보세요? 너희 지금 어디야? 보안 검색하고 나왔는데 너희가 안 보여.,Hello? Where are you now? I passed through the security check and I can't see you.
너 왜 이렇게 오래 걸렸어? 우리 지금 #스타벅스#야. 여기로 와.,What took you so long? We are at Starbucks now. Come here.
몰라. 가방을 하나씩 다 열고 검사했어. 내가 지금 거기로 갈게.,I don't know. They opened all my bags one by one and checked them. I'll head over now.
응. 너 뭐 마실 거야? 내가 미리 주문해 놓을게.,Okay. What do you want for a drink? I will order it for you.
"출국 시간까지 얼마 남지 않았는데, 왜 이렇게 보안 검색이 오래 걸릴까?",We don't have much time before the flight departure. What is taking this security check so long?
내 말이 그 말이야. 인터넷 면세점으로 구매한 물건도 받으러 가야 하는데.,That's what I mean. I need to retrieve the duty-free items I bought online.
"내가 먼저 끝날 것 같은데, 너 대신에 찾으러 갈까?",I think I will finish before you. Shall I go get them for you?
"말은 정말 고맙지만, 본인이 아니면 수령이 불가능하다고 들었어.",Thank you but I heard only the purchaser can get them in person.
안녕하세요. 기내용 수하물 무게를 재고 싶은데 어디로 가야 할까요?,Hello. I want to weigh the carry-on baggage. Where should I go?
"#대한항공# 옆에 있는데, 제가 안내해드리겠습니다.",It's next to the Korean Airline. I will guide you.
정말 친절하시네요. 감사합니다. 기내용 여행용 가방도 기준 무게가 있나요?,You are so kind. Thank you. Is there a weight limit for carry-on baggage as well?
네. 있습니다. 15kg 넘으면 위험해서 15kg을 기준으로 하고 있습니다.,"Yes, there is. It's 15 kg because anything heavier than that can be dangerous."
안녕하세요. 죄송하지만 다른 국가에 다녀오면 비자를 재발급받으셔야 합니다.,Hello. I am sorry but you need to get your vis re-issued if you visit another country.
예전에 받은 비자가 있는데도 다시 받아야 하나요?,"I already have an issued visa from before, but do I still need it re-issued?"
그렇습니다. 다른 국가에 가는 순간 비자 효력이 사라지기 때문입니다.,Right. It's because your visa gets expired once you visit another country.
처음 알게 된 사실입니다. 그럼 새로 발급하는 비자는 얼마를 내야 하나요?,I never knew that. Then how much should I pay for the re-issuance?
이 립스틱 정말 색이 예쁘다. 혹시 얼마인가요?,I love the color of this lipstick. How much is it?
30달러입니다. 립스틱 중에 제일 잘 나가는 상품입니다.,It's 30 dollars. It's the best selling lipstick.
그렇군요. 역시 면세점이라서 그런지 시중보다 훨씬 저렴한 것 같아요.,I see. It seems much cheaper than in other shops because this is a duty-free shop.
네. 면세점 할인 쿠폰이 있으면 추가로 할인이 됩니다.,Right. You can get an additional discount if you have a duty-free discount coupon.
안녕하세요. 혹시 파운데이션 21호가 있나요? ,Hello. Do you have foundation number 21?
네. 있습니다. 21호로 상품 하나 드릴까요?,"Yes, we do. Would you like one?"
네. 혹시 면세점에서도 포장 가능한가요? 선물로 줄 거라서요.,Yes. Could you gift wrap it as well? It's a gift.
네. 가능합니다. 일단 카드와 여권 주시겠습니까?,"Yes, we can. Could you hand me your card and passport first?"
죄송하지만 하나만 물을게요. 혹시 여기 인터넷 면세품 수령 장소가 어디 있나요?,I am sorry but let me ask you just one question. Where can I receive online duty-free items here?
어떤 면세점이냐에 따라 수령 장소가 다릅니다. 어떤 면세점인가요?,It depends on which duty-free shop. Which duty-free shop are you looking for?
#신라 면세점#에서 샀습니다. 이 주변에 있나요?,I bought at #Shilla Duty-Free Shop#. Is it near-by?
네. 오른쪽으로 조금만 더 걸어가시면 바로 찾으실 수 있습니다.,Yes. Walk a little to the right and you can find it right away.
안녕하세요. 회사 파트너 선물을 사고 싶은데 무엇이 좋을까요?,Hello. I would like to purchase a gift for my company partner. What do you recommend?
회사 파트너분이 여성분이신가요 아니면 남성분이신가요?,Is the partner a man or a lady?
패션에 굉장히 관심이 많은 미국인 남성입니다.,He's an American man much interested in fashion.
그렇다면 저는 벨트를 추천합니다. 요즘 이 벨트를 선물로 많이 사가세요.,"Then, I recommend this belt. It's popular as a gift these days."
이거 예전에 네가 갖고 싶다고 했던 디자인의 지갑 아니니?,Isn't this the wallet of the design you wanted to have before?
응. 맞아. 엄청 저렴하다. 역시 면세점에서 사면 훨씬 저렴하구나.,"Yes, it is. It's so cheap. Things are surely much cheaper at duty-free shops."
너 이거 안 샀으면 지금 사는 게 어때? 이 정도 가격이면 괜찮지 않아?,Why don't you buy it now if you haven't yet? Isn't this a reasonable price?
그럴까? 너무 갑작스러운 지출이라 조금 고민이 된다.,Should I? I am not sure because it would be a sudden expenditure.
정말 가격을 믿을 수가 없어. 시중 판매 가격보다 10%가 저렴해.,I can't believe this price. It's 10 percent cheaper than the market price.
그것이 바로 면세점의 매력이지. 나는 화장품은 주로 다 면세점에서 구매해.,That is why we need duty-free shops. I buy most of my cosmetics at duty-free shops.
너 공항버스 앞에 있는 면세점 할인 쿠폰을 사용하면 더 싸게 구매할 수 있다는 사실을 아니?,Did you know that we can buy even cheaper with a duty-free shop discount coupon at the front of the airport bus?
맞아. 그래서 내가 이번에 그 쿠폰을 사용해서 화장품을 사볼까 해.,I know. So I am purchasing cosmetics with the coupon this time.
"사장님, 무슨 물건을 구매하시려고 면세점에 가시나요?","Sir, what are you going to buy at the duty-free shop?"
제 딸이 제게 사달라고 부탁한 물건이 있습니다. #나스# 블러셔를 사달라고 했습니다.,There is this thing my daughter asked me to buy. She wants a #Nars# blusher.
그렇다면 제가 한꺼번에 사서 출국장 앞으로 가겠습니다. 저도 살 화장품이 있습니다.,Then I will buy it for you and go to the departure gate. I need to buy cosmetics myself as well.
그럼 부탁해도 될까요? 제가 화장품에 대해서는 잘 몰라서요. 대신 커피 대접할게요.,Then could you do me a favor? I don't know much about cosmetics. I will treat you to coffee.
이번 주에 미국 출국 전에 공항에서 조금 일찍 만나도 될까요?,Would it be okay if we meet a little early at the airport for our trip to the United States?
왜요? 뭐 구매하실 물건이라도 있나요? 아니면 확인할 것이 있나요?,What for? Is there something you need to buy? Or something you need to check?
마사지기에 대한 면세점 할인 혜택이 있다길래 구매하려고 합니다.,I heard about this duty-free shop discount for a massage machine so I want to buy it.
"면세점 할인 혜택이라면 인터넷에도 있을 텐데, 인터넷 면세점을 이용해보는 것은 어떠세요?",You will get the same discount online as well. How about you use the online duty-free shop?
이번에 정말 많은 물건을 구매했구나. 뭐를 그렇게 많이 샀니?,You purchased so many things this time. What did you buy?
다 사용한 화장품이랑 가서 쓸 선글라스를 구매했어. 마침 선글라스 할인을 진행하고 있었어.,I bought cosmetics that I finished using and sunglasses I am going to wear there. The sunglasses were on a discount.
"그거 정말 좋은 소식이구나. 나도 선글라스 하나 살까 고민했는데, 같이 보러 갈래?",That's good news. I am thinking about buying a pair myself. Would you come with me?
그래. 내가 위치를 아니까 같이 가자. 너도 이번 기회에 사면 좋을 것 같아.,Alright. I know where we can find them so let's go. You better buy them this time.
너 이렇게 많은 면세품을 구매하면 어떡해. 필리핀은 아마 벌금이 있을 거야.,You shouldn't have bought so many duty free goods. You will probably be fined at the Philippines.
내가 산 것은 가방이랑 선글라스뿐인데? 이것도 벌금을 내야 할까?,I bought only a bag and a pair of sunglasses. Do you think I will be fined for these as well?
"내가 세부로 놀러 갔을 때, 명품을 구매했다고 50달러 벌금을 내라고 했어.","When I went to Cebu last time, I was fine 50 dollars for buying a luxury item."
정말 말도 안 된다. 그럼 이 물건들을 어떡해야 할까? 너랑 나랑 나눠서 들고 갈까?,That makes no sense. Then what should I do with these? Shall I carry them with you?
안녕하세요. 손님. 무엇을 찾으시나요? 보고 오신 상품이 있나요?,"Hello, madame. What are you looking for? Is there anything in your mind?"
싱가포르 현지 친구에게 한국 고유의 분위기가 있는 선물을 주고 싶어요.,I want to give a typical Korean thing to a Singapore friend of mine.
그럼 홍삼 선물 세트는 어떠세요? 요즘 제일 잘 나가는 상품입니다.,Then how about this red ginseng gift set? This is the hottest item these days.
어린 친구라서 이런 것보다는 맛있는 게 좋을 것 같아요. 다른 추천은 없나요?,My friend is a little young so I think something delicious would be better. Any other recommendations?
"사장님, 혹시 내일 저 먼저 30분 일찍 공항에 들어가도 될까요?","Sir, may I enter the airport thirty minutes earlier?"
왜요? 따로 할 일이 있나요? 도움이 필요한 일이면 편하게 말해요.,"Why? Is there something you need to do? If you need any help, feel free to let me know."
친구들이 면세점이 저렴해서 구매를 부탁한 물건이 많아서요. 시간이 좀 걸릴 것 같아요.,My friends have asked me to buy many items at the duty-free shop because they are cheap. I think it will take time.
그렇군요. 상관없습니다. 먼저 가서 편하게 쇼핑하고 있어도 됩니다.,Alright. No problem. You may go earlier and do shopping.
난 공항에서 면세점 쇼핑하는 순간이 제일 행복해.,The happiest moment is when I shop at the airport duty free shops.
나는 그냥 쇼핑이 너무 힘들어. 혹시 너 살 물건이 많니?,I find shopping so tough. Do you have many things to buy?
좀 있어. 너 힘들면 그냥 카페에 먼저 가서 앉아 있을래? 내가 구매하고 너 있는 쪽으로 갈게.,"I have some. If you are tired, would you like to go to a caf? and sit there? I'll buy what I need and go to you."
그렇게 할까? 사실 나는 지금 벌써 지쳐서 휴식이 필요해.,"Should l I? In fact, I am already tired so I need some rest."
종이에 뭐가 그렇게 많이 적혀있어? 설마 면세점에서 구매해야 할 물건들이니?,What did you write so much on the paper? Are these the items you need to buy at duty-free shops?
네. 미국 바이어가 부탁한 물건이에요. 제가 이번에 들어간다고 하니 연락이 왔어요.,Yeah. The American buyer asked me to buy these. I told him I am returning today and he contacted me.
네가 고생이 많다. 해당 구매 물건에 대해서는 만약 바이어가 돈을 주지 않으면 회사에 청구해.,"That's so much work for you. If the buyer doesn't give you money for all these, charge it to the company."
네. 알겠습니다. 제가 종이에 적힌 물건들 천천히 구매해서 갈게요. ,"Okay, I understand. I will buy these items on this paper and go."
혹시 면세점에서 카드로 계산해도 되나요? 제가 지금 현금이 없습니다.,Can I pay with a credit card at the duty free shop? I have no cash now.
카드로 결제 가능합니다. 대신 카드 명의와 여권 명의가 같아야 해요.,You may pay with a card. But the name on your credit card and on the passport should match.
이거 저희 아빠 카드인데 안 되는 건가요? 제 명의 카드는 없습니다.,This is my father's card. Can I not use it? I don't have a card under my name.
아버지 카드라면 아버지도 같이 출국하셔야 구매가 가능합니다. 아니면 불가능해요.,"If this is your father's card, you can pay with it if your father is also departing. If not, you can't."
"우리 내일 오후 5시 비행기인데, 몇 시쯤에 공항에 올 거니?",Our flight is at 5 p.m. tomorrow. When will you arrive at the airport?
내일 나는 2시간 전에 공항에 도착할 거야. 나는 면세점에서 구매할 물건이 따로 없거든.,I think I will get there 2 hours in advance. I have nothing to buy at the duty-free shop.
그렇구나. 나는 면세점에서 살 게 조금 있는데 괜찮으면 같이 갈래?,Okay. I need to buy some stuff. Would you come with me if you are okay?
그럴까? 그럼 내가 몇 시간 전까지 공항에 가면 되겠니?,Should I? Then by when shall I get to the airport?
면세점은 저렴해서 너무 좋지만 한 가지 아쉬운 점이 있어.,"I love duty-free shops because things are so cheap there, but there is one thing I don't like about them."
그게 무엇이니? 저렴하면 최고로 좋은 거 아니니?,What is it? Isn't a low price the best thing?
새로 나온 신상품은 면세점에서 구매할 수 없다는 점이 너무 아쉬워.,I am unhappy that I can't buy the latest newest products at duty-free shops.
그 부분까지는 생각하지 못했네. 면세점이 저렴한 대신에 신상품이 없기는 해.,"I never thought about that. Yeah, things are cheap at duty-free shops but we can't buy the newest products."
이번 주 출장 가기 전에 면세점에서 이것저것 살 게 많아.,I have many things to buy at duty-free shops on my business trip this week.
무엇을 사려고 그러니? 너 이미 화장품도 많이 있지 않아?,What are you planning to buy? Don't you already have many cosmetics?
곧 친한 친구들 생일이라서 미리 면세점에서 구매하려고 생각 중이야.,My close friends' birthdays are coming up so I am thinking of buying them gifts at duty-free shop.
그거 되게 현명한 생각이다. 어떤 선물을 생각하고 있니?,That's a good idea. What are you thinking to buy?
이번에 홍콩 파트너가 보내준 선물이 너무 감동적이었어. ,The gift from my Hong Kong partner this time was so impressive.
맞아. 나도 너무 감동하였어. 이번에 홍콩 가기 전에 면세점에서 선물을 살까 해.,"Yeah, I was so impressed, too. I'm thinking of buying a gift at duty-free shops before going to Hong Kong."
그거 되게 좋은 생각이다. 우리 같이 돈 모아서 함께 사는 것은 어때?,That's a good idea. How about we buy one together?
나는 너무 좋아. 돈 모아서 이번에 좀 괜찮은 선물을 사다 주자.,I like that. Let's get our money together and buy him something decent.
안녕하세요. 찾으시는 물건이 있나요? 선물하실 건가요? 아니면 본인이 직접 드실 건가요?,Hello. Is there anything you are looking for? Are you looking for a gift? Or for yourself?
할아버지 선물로 드리려고 합니다. 할아버지가 홍삼을 굉장히 좋아하세요.,I am looking for something for my grandfather. He likes red ginseng so much.
가격대는 어느 정도 생각하고 계시는가요? 가격대에 따라 추천이 달라질 것 같아요.,Is there any price range you have in mind? I have different recommendations for different price ranges.
"100,000원 정도 생각합니다. 혹시 깔끔한 선물 세트 같은 거 있을까요?","I am thinking about 100,000 Won. Do you have a neat gift set?"
과연 #인천 공항# 면세점에서 유아용품을 판매할까?,Do you think they sell baby products at the #Incheon Airport# duty-free shops?
"글쎄. 한번 조금 일찍 가서 살펴보자. 뭔가 팔 것 같은데, 확실하지는 않아.",Hmm. Let's get there a little earlier and have a look. I think they'll sell something but I am not sure.
있었으면 좋겠다. 이번에 미국 파트너가 딸을 낳았어. 선물로 주고 싶어.,I hope we can find some there. My American partner recently gave birth to a daughter. I want to give her a gift.
"정말? 너무 좋은 소식이다. 만약 판매한다면, 나도 구매해야겠어.","Really? That's such good news. If we can find something there, I must buy one as well."
캄보디아 파트너 딸 선물로 뭐가 좋을까? 괜찮은 물건 있니?,What would be good for a gift for the daughter of my Cambodian partner? Is there anything good?
제가 듣기로는 한국 브랜드의 화장품을 굉장히 좋아한다고 들었어요.,I heard that the people there love Korean cosmetics so much.
한국 화장품? 그것도 한류의 긍정적인 영향인가?,Korean cosmetics? Would it be another positive influence of the Korean wave?
네. 제가 알기로는 한국 여배우 화장법을 따라 하는 게 전 세계적으로 유행이라고 들었어요.,"Yes. For my information, it is a global vogue to imitate the make-up of Korean actresses."
#롯데 면세점#에 오신 걸 환영합니다. 도움이 필요하시면 말씀해주세요.,Welcome to #Lotte Duty Free Shop#. Let me know if you need any help.
"제가 #롯데# 프리미엄 카드를 가지고 있는데, 혹시 몇 퍼센트 할인이 되는지 알 수 있을까요?",I have a #Lotte# premium card. Can you tell me the discount rate I can get?
물론입니다. 고객님의 #롯데# 카드 그리고 여권을 주시면 바로 확인해드릴게요.,"Sure. Give me your Lotte card and passport, and I can check right away."
네. 그리고 할인 쿠폰도 카드랑 중복으로 확인 가능한지도 알아봐 주세요.,"Okay, also may I use the discount coupon and card together?"
이번에 제2 #인천 공항# 이 생기면서 다른 면세점도 많이 들어왔다고 들었어.,I heard that other duty-free shops opened as the 2nd #Incheon Airport# opened.
맞아. 하지만 나는 항상 사용하는 면세점만 사용하는 버릇이 있어.,Right. But I always visit the duty-free shop I used to visit.
정말? 너는 그럼 주로 어디 면세점에서 물건을 구매하니?,Really? Which duty-free shops do you mainly use?
나는 주로 #신라 면세점#을 사용해. 할인 혜택을 자주 제공해서 좋아.,I mostly use #Shilla Duty Free Shop#. They frequently offer discount benefit.
"손님, 해당 할인 혜택은 면세점 카드가 있어야지만 적용 가능합니다.","Sir, you can receive this discount once you have the duty-free shop card."
"쿠폰 어디에도 그런 조건이 쓰여있지 않은데, 사람들이 어떻게 알겠어요?",There is such information about it on the coupon. How are people supposed to know about it?
"죄송합니다. 혹시 탑승까지 시간이 좀 남으셨으면, 지금 카드에 가입하는 건 어떠세요?","I am sorry. If you have time before boarding, how about you make the card now?"
그건 힘들 것 같아요. 곧 탑승 시간입니다. 다음에 가입할게요.,That's not likely. I'll be boarding soon. I'll sign up next time.
혹시 비행기 온도 좀 올려주실 수 있나요? 좀 상당히 춥네요.,Could you raise the temperature a little? It's quite cold.
네. 손님. 혹시 계속 추우면 담요를 드릴까요?,"Yes, sir. Would you like a blanket?"
그것도 좋을 것 같아요. 따뜻한 물 한잔도 주세요.,"That would be good. A cup of warm water too, please."
네. 바로 따뜻한 물과 담요 가져다드리겠습니다.,Okay. I'll bring you a blanket and warm water right away.
부르셨습니까? 고객님? 혹시 필요한 것이 있나요?,"Did you call, sir? Is there anything you need?"
기내 면세품을 구입하고 싶은데 책자를 받을 수 있을까요?,I want to purchase onboard duty-free goods. Could I get a brochure?
네. 고객님. 좌석 앞쪽에 보시면 책자가 있습니다. 확인 부탁드립니다.,"Yes, sir. You can find one on the front your the seat. Please check it there."
아. 그렇군요. 책자 보고 주문할 물건 있으면 다시 부르겠습니다. 감사해요.,Alright. I will call you again when I find something to buy. Thank you.
"손님, 점심 쇠고기 비빔밥과 치킨 소시지 있습니다. 무엇을 드시겠습니까?","Sir, we have beef bibimbap and chicken sausage for lunch. Which one would you like?"
저는 쇠고기 비빔밥이 좋을 것 같습니다. 아주 맵나요?,I would like the beef bibimbap. Is it a lot spicy?
고추장을 따로 드리기 때문에 조절 가능하세요. 다른 음료 필요하신가요?,We serve red pepper paste separately so you may put as much as you want. Do you need any drinks?
커피 한 잔이면 좋을 것 같네요. 더 필요하면 부르겠습니다.,A cup of coffee would do good. I will call you if I need more.
제가 지금 두통이 너무 심합니다. 열이 오르는 것 같아요.,I have a sever headache now. I think I have a fever.
"고객님, #타이레놀# 갖다 드릴까요? 아니면 혹시 다른 비상약이 필요하신가요?",Would you need a #Tylenol#? Or any other first-aid medicine?
#타이레놀#이면 충분할 것 같아요. 물도 한 잔 부탁드립니다.,"A #Tylenol# would be good enough. A cup of water as well, please."
네. 잠시만 기다려주세요. 지금 바로 가져다드리겠습니다.,"Yes, hold on a moment. I will bring it to you right away."
"손님, 너무 죄송합니다. 아기가 있어서 비행시간이 좀 시끄러우시죠?",I'm so sorry. Isn't it a little noisy because we have a baby on board?
아닙니다. 익숙합니다. 우리 집 아들도 저렇게 시끄러웠던 적이 있습니다.,I am fine. I am used to it. My son used to be that noisy as well.
이해해주셔서 감사합니다. 혹시 귀마개가 필요하시면 편하게 말씀해주세요.,Thanks for your understanding. Let me know if you need an earplug.
네. 저는 걱정하지 않으셔도 됩니다. 필요하면 요청할게요.,You don't have to worry about me. I'll ask for one if I need one.
"손님, 정말 죄송합니다. 쇠고기 비빔밥이 다 떨어져서 현재 치킨 파스타만 가능합니다.","I am really sorry, madame. We are now short of beef bibimbap so we only have chicken pasta available."
하지만 저는 밀가루 알레르기가 있어서 파스타를 먹지 못해요.,But I can't eat pasta because I am allergic to flour.
정말 죄송합니다. 그럼 혹시 채식주의자 식단으로 드려도 될까요? ,I am really sorry. Would a vegetarian meal be okay?
어쩔 수 없군요. 그냥 그럼 채식주의자 식단으로 주세요.,"Well, there is no other choice. Please get me the vegetarian meal then."
안녕하세요 고객님. 와인과 맥주 있습니다. 무엇으로 드릴까요?,"Hello, sir. We have wine and beer. Which one would you like?"
비행기에서 술을 마시면 머리가 너무 아파서 술은 괜찮습니다. 혹시 콜라 주실 수 있나요?,I am okay with alcohol. I get headaches when I drink alcohol on board. Do you have coke?
물론이죠. 지금 바로 가져다드리겠습니다. 다른 거 필요하신 것은 없습니까?,Of course. I'll bring it to you right away. Is there anything else you need?
신문도 가져다주세요. #중앙일보# 말고 다른 신문사 신문이요.,Could you bring me a newspaper? Something other than the #JoongAng Ilbo#.
옆에 앉은 승객 노랫소리가 너무 커서 잠을 잘 수가 없습니다.,I can't fall asleep because the passenger next to me is playing songs so loud.
지금 바로 소리를 조금 낮춰달라고 요청하겠습니다.,I'll ask him right now to turn down the volume.
아니면 귀마개를 가져다줄 수 있나요? 귀마개를 하면 조금 나을 것 같아요.,Or could you bring me an earplug? I would feel better with it.
